Robot Emotion Regulation Study Early 2018
Zak Witkower, Laura Cang, Paul Bucci
zakwitkower@gmail.com, cang@cs.ubc.ca, pbucci@cs.ubc.ca
Participant ID: 000BC4
Condition ID: 1
-------------------------------------------------------------

unix_timestamp,heart_rate_voltage,accelerometer_x,accelerometer_y,accelerometer_z,servo_position,arduino_timestamp
1519949879309,82,-9.92,-0.12,-2.79,0,5319260
1519949879321,40,-9.89,-0.12,-2.82,53,5332508
1519949879333,8,-9.92,-0.12,-2.82,54,5345756
1519949879350,8,-9.89,-0.16,-2.79,55,5359004
1519949879362,43,-9.92,-0.12,-2.75,56,5372256
1519949879374,52,-9.92,-0.12,-2.79,56,5385468
1519949879386,31,-9.92,-0.12,-2.79,57,5398724
1519949879402,15,-9.92,-0.16,-2.79,58,5411996
1519949879415,6,-9.92,-0.12,-2.82,59,5425244
1519949879428,40,-9.96,-0.12,-2.79,60,5438492
1519949879440,54,-9.92,-0.16,-2.79,61,5451764
1519949879455,27,-9.96,-0.12,-2.79,62,5465024
1519949879468,3,-9.92,-0.12,-2.79,63,5478272
1519949879480,10,-9.92,-0.08,-2.82,64,5491520
1519949879493,43,-9.92,-0.12,-2.82,64,5504724
1519949879508,50,-9.96,-0.08,-2.82,65,5517980
1519949879521,26,-9.92,-0.12,-2.86,67,5531256
1519949879533,1,-9.96,-0.16,-2.82,67,5544448
1519949879546,16,-9.92,-0.12,-2.75,68,5557712
1519949879561,47,-9.92,-0.12,-2.71,69,5570988
1519949879574,51,-9.96,-0.12,-2.75,70,5584248
1519949879587,24,-9.92,-0.16,-2.82,71,5597516
1519949879600,3,-9.89,-0.12,-2.79,72,5610768
1519949879612,21,-9.96,-0.12,-2.79,73,5624032
1519949879627,50,-9.96,-0.12,-2.82,73,5637240
1519949879639,51,-9.96,-0.08,-2.79,75,5650508
1519949879652,22,-9.92,-0.16,-2.82,75,5663720
1519949879664,5,-9.96,-0.08,-2.82,76,5676968
1519949879680,26,-9.92,-0.12,-2.82,77,5690212
1519949879693,53,-9.96,-0.08,-2.79,78,5703496
1519949879705,52,-9.96,-0.12,-2.79,79,5716748
1519949879718,19,-9.92,-0.08,-2.82,80,5730028
1519949879746,36,-9.89,-0.12,-2.75,82,5755324
1519949879759,53,-9.96,-0.12,-2.79,83,5768584
1519949879770,33,-9.92,-0.08,-2.82,84,5781852
1519949879785,6,-9.92,-0.08,-2.82,85,5795100
1519949879799,5,-9.92,-0.12,-2.75,86,5808332
1519949879811,39,-9.92,-0.12,-2.79,87,5821584
1519949879824,52,-9.96,-0.12,-2.82,87,5834800
1519949879836,28,-9.92,-0.12,-2.82,89,5848048
1519949879849,3,-9.92,-0.12,-2.79,89,5861244
1519949879864,10,-9.96,-0.08,-2.82,90,5874492
1519949879877,44,-9.89,-0.12,-2.79,91,5887756
1519949879890,49,-9.92,-0.12,-2.79,92,5901020
1519949879902,24,-9.92,-0.12,-2.75,93,5914276
1519949879919,0,-9.96,-0.12,-2.79,94,5927520
1519949879931,14,-9.92,-0.16,-2.79,95,5940772
1519949879943,42,-9.96,-0.12,-2.79,96,5954040
1519949879955,51,-9.92,-0.16,-2.82,97,5967296
1519949879972,25,-9.96,-0.08,-2.79,97,5980508
1519949879983,0,-9.92,-0.12,-2.79,99,5993756
1519949879997,21,-9.96,-0.12,-2.82,100,6007020
1519949880008,50,-9.92,-0.16,-2.79,100,6020244
1519949880025,52,-9.96,-0.08,-2.75,102,6033528
1519949880037,22,-9.89,-0.12,-2.86,103,6046812
1519949880049,4,-9.92,-0.12,-2.79,103,6060016
1519949880063,25,-9.92,-0.12,-2.82,104,6073284
1519949880078,53,-9.92,-0.08,-2.82,105,6086552
1519949880091,52,-9.92,-0.16,-2.82,106,6099832
1519949880102,22,-9.92,-0.12,-2.75,107,6113100
1519949880116,8,-9.96,-0.12,-2.75,108,6126360
1519949880132,28,-9.89,-0.12,-2.86,109,6139628
1519949880143,56,-9.92,-0.16,-2.82,110,6152896
1519949880156,52,-9.89,-0.12,-2.75,111,6166172
1519949880168,19,-9.92,-0.16,-2.79,111,6179400
1519949880181,8,-9.96,-0.12,-2.79,113,6192664
1519949880197,31,-9.89,-0.12,-2.79,113,6205900
1519949880209,57,-9.89,-0.08,-2.79,114,6219196
1519949880222,52,-9.92,-0.12,-2.75,115,6232492
1519949880233,15,-9.92,-0.16,-2.79,116,6245780
1519949880250,10,-9.96,-0.08,-2.82,117,6259068
1519949880263,39,-9.92,-0.12,-2.82,118,6272360
1519949880275,58,-9.96,-0.08,-2.82,119,6285652
1519949880288,46,-9.89,-0.16,-2.79,120,6298944
1519949880303,24,-9.92,-0.12,-2.82,120,6312184
1519949880316,8,-9.92,-0.12,-2.75,122,6325444
1519949880328,33,-9.92,-0.12,-2.86,123,6338712
1519949880341,56,-9.92,-0.16,-2.79,123,6351964
1519949880356,41,-9.92,-0.12,-2.79,124,6365236
1519949880369,11,-9.92,-0.08,-2.79,125,6378508
1519949880381,7,-9.92,-0.12,-2.86,126,6391788
1519949880393,35,-9.92,-0.12,-2.75,126,6405004
1519949880409,55,-9.89,-0.12,-2.82,127,6418284
1519949880423,36,-9.92,-0.16,-2.79,129,6431572
1519949880435,8,-9.96,-0.12,-2.82,129,6444780
1519949880447,8,-9.89,-0.16,-2.71,130,6458036
1519949880462,37,-9.89,-0.16,-2.79,131,6471312
1519949880475,54,-9.92,-0.12,-2.82,132,6484592
1519949880488,33,-9.92,-0.16,-2.79,133,6497872
1519949880499,6,-9.96,-0.08,-2.79,133,6511084
1519949880515,6,-9.92,-0.12,-2.82,134,6524364
1519949880528,38,-9.96,-0.12,-2.79,135,6537640
1519949880542,50,-9.92,-0.08,-2.82,136,6550924
1519949880553,30,-9.96,-0.08,-2.86,137,6564232
1519949880569,3,-9.92,-0.16,-2.75,137,6577456
1519949880582,9,-9.92,-0.12,-2.82,138,6590708
1519949880594,41,-9.92,-0.12,-2.79,139,6603972
1519949880606,53,-9.92,-0.16,-2.75,140,6617248
1519949880623,27,-9.92,-0.12,-2.82,140,6630476
1519949880635,1,-9.92,-0.12,-2.82,141,6643736
1519949880647,12,-9.92,-0.08,-2.86,142,6656996
1519949880660,44,-9.92,-0.12,-2.79,143,6670268
1519949880673,51,-9.96,-0.12,-2.86,144,6683544
1519949880687,26,-9.92,-0.12,-2.79,144,6696772
1519949880700,1,-9.92,-0.16,-2.71,145,6710048
1519949880713,16,-9.92,-0.12,-2.79,146,6723320
1519949880725,47,-9.96,-0.12,-2.82,146,6736560
1519949880742,51,-9.89,-0.16,-2.86,147,6749856
1519949880753,25,-9.92,-0.16,-2.79,148,6763136
1519949880766,3,-9.92,-0.16,-2.75,149,6776400
1519949880779,21,-9.96,-0.08,-2.82,149,6789616
1519949880795,49,-9.92,-0.08,-2.79,150,6802932
1519949880808,51,-9.92,-0.12,-2.75,151,6816220
1519949880820,23,-9.96,-0.12,-2.86,151,6829464
1519949880831,3,-9.92,-0.16,-2.79,152,6842752
1519949880848,23,-9.89,-0.16,-2.79,153,6856032
