Robot Emotion Regulation Study Early 2018
Zak Witkower, Laura Cang, Paul Bucci
zakwitkower@gmail.com, cang@cs.ubc.ca, pbucci@cs.ubc.ca
Participant ID: 000C08
Condition ID: 2
-------------------------------------------------------------

unix_timestamp,heart_rate_voltage,accelerometer_x,accelerometer_y,accelerometer_z,servo_position,arduino_timestamp
1519953907802,511,-9.53,-2.35,-3.49,0,5319272
1519953907813,500,-9.57,-2.39,-3.65,43,5332544
1519953907830,494,-9.61,-2.39,-3.65,43,5345780
1519953907843,475,-9.57,-2.35,-3.53,44,5359072
1519953907855,474,-10.08,-2.16,-3.37,45,5372352
1519953907866,470,-11.14,-1.96,-3.73,46,5385644
1519953907883,479,-9.73,-1.92,-3.49,46,5398884
1519953907895,491,-8.28,-2.82,-4.08,47,5412180
1519953907907,493,-9.41,-2.35,-3.26,48,5425460
1519953907920,497,-10.08,-2.12,-3.18,49,5438744
1519953907936,503,-10.47,-2.20,-3.69,50,5452064
1519953907948,515,-9.18,-1.65,-3.88,51,5465356
1519953907961,514,-9.96,-2.16,-3.49,51,5478580
1519953907974,513,-9.61,-2.16,-3.88,52,5491860
1519953907989,516,-10.47,-3.06,-3.57,53,5505148
1519953908002,523,-10.04,-1.96,-3.57,54,5518444
1519953908014,518,-9.57,-2.28,-3.41,55,5531752
1519953908027,516,-9.49,-2.35,-3.65,56,5545028
1519953908042,517,-9.53,-2.43,-3.61,56,5558236
1519953908055,517,-9.53,-2.39,-3.53,57,5571524
1519953908068,512,-9.45,-2.43,-3.69,59,5584796
1519953908080,514,-9.49,-2.39,-3.65,59,5598036
1519953908096,515,-9.41,-2.39,-3.57,60,5611324
1519953908108,517,-9.45,-2.63,-3.65,61,5624600
1519953908120,515,-9.49,-2.24,-3.57,62,5637888
1519953908132,509,-9.57,-2.08,-3.53,63,5651204
1519953908150,515,-9.65,-2.47,-3.57,64,5664488
1519953908161,519,-9.85,-2.20,-3.45,65,5677760
1519953908173,513,-9.81,-1.53,-3.53,66,5691032
1519953908187,513,-9.69,-2.28,-3.53,66,5704260
1519953908198,514,-9.61,-2.39,-3.53,68,5717536
1519953908214,519,-9.49,-2.24,-3.49,68,5730772
1519953908227,520,-9.57,-2.43,-3.65,69,5744076
1519953908240,512,-9.89,-1.73,-3.57,70,5757360
1519953908252,516,-9.38,-2.75,-3.53,71,5770640
1519953908267,521,-9.57,-2.24,-3.61,72,5783944
1519953908281,519,-9.69,-2.31,-3.53,73,5797228
1519953908292,514,-9.57,-2.04,-3.53,74,5810516
1519953908305,514,-8.94,-2.63,-3.61,74,5823780
1519953908321,514,-9.41,-2.43,-3.53,76,5837060
1519953908333,516,-9.14,-2.67,-3.57,77,5850332
1519953908346,513,-9.57,-2.12,-3.61,77,5863572
1519953908358,510,-9.26,-2.55,-3.61,79,5876852
1519953908374,513,-9.38,-2.35,-3.61,79,5890088
1519953908388,515,-9.69,-2.20,-3.53,80,5903356
1519953908399,509,-9.45,-2.55,-3.57,81,5916636
1519953908412,510,-9.38,-2.75,-3.61,82,5929924
1519953908427,515,-9.96,-1.96,-3.37,83,5943192
1519953908440,514,-9.22,-2.35,-3.61,84,5956468
1519953908453,513,-9.77,-2.04,-3.53,85,5969752
1519953908464,507,-9.41,-2.63,-3.69,86,5983028
1519953908480,512,-9.73,-2.63,-3.57,87,5996312
1519953908492,516,-9.61,-2.39,-3.57,88,6009600
1519953908506,511,-9.38,-2.20,-3.61,88,6022848
1519953908519,510,-10.16,-2.28,-3.49,90,6036128
1519953908534,513,-9.61,-2.20,-3.53,91,6049420
1519953908546,517,-9.77,-2.39,-3.49,91,6062668
1519953908558,506,-9.81,-1.88,-3.53,93,6075940
1519953908572,513,-9.41,-2.51,-3.49,93,6089168
1519953908587,512,-9.45,-2.51,-3.57,94,6102464
1519953908599,517,-9.49,-2.59,-3.53,96,6115752
1519953908612,516,-9.45,-2.16,-3.53,96,6128992
1519953908624,517,-9.22,-2.63,-3.65,97,6142304
1519953908640,515,-9.57,-2.55,-3.61,98,6155604
1519953908653,518,-9.34,-2.59,-3.57,99,6168892
1519953908665,514,-9.77,-2.35,-3.53,100,6182204
1519953908679,513,-9.45,-2.63,-3.53,101,6195508
1519953908694,510,-9.65,-2.31,-3.53,102,6208816
1519953908707,522,-9.81,-2.20,-3.49,103,6222124
1519953908719,517,-9.49,-2.55,-3.57,104,6235440
1519953908731,517,-9.45,-2.28,-3.65,105,6248740
1519953908747,518,-9.69,-2.31,-3.57,105,6262004
1519953908760,506,-9.49,-2.47,-3.61,107,6275300
1519953908772,517,-9.45,-2.24,-3.57,107,6288552
1519953908784,513,-9.45,-2.63,-3.49,108,6301860
1519953908799,515,-9.77,-2.24,-3.61,109,6315164
1519953908812,520,-9.22,-2.47,-3.49,110,6328468
1519953908825,513,-9.49,-2.59,-3.49,111,6341780
1519953908837,512,-9.38,-2.43,-3.65,112,6355088
1519953908853,515,-9.26,-2.43,-3.53,113,6368396
1519953908866,519,-9.73,-2.51,-3.57,114,6381708
1519953908878,515,-9.38,-2.71,-3.69,115,6395020
1519953908890,509,-9.18,-2.35,-3.57,116,6408332
1519953908907,512,-9.57,-2.75,-3.57,116,6421600
1519953908918,515,-9.77,-2.35,-3.53,117,6434908
1519953908932,513,-9.45,-2.47,-3.57,118,6448204
1519953908945,510,-9.77,-2.24,-3.61,119,6461504
1519953908959,516,-9.53,-2.08,-3.49,120,6474808
1519953908972,519,-9.41,-2.28,-3.57,121,6488100
1519953908984,513,-8.98,-2.82,-3.65,122,6501404
1519953908997,513,-9.92,-2.39,-3.57,122,6514652
1519953909013,516,-9.61,-2.47,-3.53,124,6527948
1519953909026,517,-9.65,-2.51,-3.65,125,6541248
1519953909038,515,-9.45,-1.88,-3.53,125,6554492
1519953909051,511,-9.65,-2.43,-3.61,126,6567792
1519953909067,516,-9.49,-2.39,-3.65,127,6581092
1519953909079,522,-9.85,-2.16,-3.57,128,6594392
1519953909092,515,-10.24,-2.20,-3.49,129,6607692
1519953909103,517,-9.81,-2.28,-3.49,129,6620952
1519953909120,512,-9.57,-1.77,-3.61,131,6634256
1519953909131,520,-9.61,-2.20,-3.57,132,6647560
1519953909144,514,-9.69,-2.55,-3.57,132,6660828
1519953909157,508,-9.53,-2.28,-3.57,133,6674128
1519953909173,515,-9.41,-2.75,-3.53,134,6687420
1519953909185,505,-9.77,-2.20,-3.53,135,6700716
1519953909197,516,-9.73,-2.24,-3.53,135,6713956
1519953909211,511,-9.14,-2.39,-3.65,136,6727252
1519953909225,511,-9.61,-2.59,-3.61,137,6740552
1519953909239,518,-9.65,-2.59,-3.61,138,6753868
1519953909252,495,-9.49,-2.43,-3.53,139,6767164
1519953909263,513,-9.49,-2.16,-3.57,139,6780420
1519953909279,513,-9.10,-2.31,-3.69,140,6793724
1519953909291,518,-9.57,-2.20,-3.49,141,6807040
