Robot Emotion Regulation Study Early 2018
Zak Witkower, Laura Cang, Paul Bucci
zakwitkower@gmail.com, cang@cs.ubc.ca, pbucci@cs.ubc.ca
Participant ID: 000BCB
Condition ID: 3
-------------------------------------------------------------

unix_timestamp,heart_rate_voltage,accelerometer_x,accelerometer_y,accelerometer_z,servo_position,arduino_timestamp
1519950262264,515,-10.00,-1.02,-2.51,0,5318932
1519950262276,509,-9.96,-1.06,-2.51,0,5332156
1519950262288,489,-9.96,-1.06,-2.51,0,5345364
1519950262300,475,-10.00,-1.06,-2.51,0,5358552
1519950262316,479,-9.96,-1.06,-2.51,0,5371768
1519950262330,483,-9.96,-1.02,-2.51,0,5384972
1519950262341,482,-9.96,-1.06,-2.51,0,5398188
1519950262353,488,-9.96,-1.10,-2.47,0,5411388
1519950262369,492,-9.96,-1.06,-2.51,0,5424600
1519950262382,501,-9.96,-1.02,-2.51,0,5437800
1519950262395,509,-9.96,-1.10,-2.51,0,5451032
1519950262407,508,-9.96,-1.02,-2.51,0,5464240
1519950262419,511,-10.00,-1.02,-2.47,0,5477440
1519950262435,518,-10.00,-1.06,-2.47,0,5490640
1519950262448,524,-9.96,-1.06,-2.51,0,5503864
1519950262460,520,-9.96,-1.02,-2.47,0,5517068
1519950262473,521,-10.00,-1.06,-2.51,0,5530276
1519950262489,518,-9.96,-1.14,-2.55,0,5543504
1519950262501,521,-10.00,-1.02,-2.51,0,5556696
1519950262513,520,-9.96,-1.06,-2.51,0,5569928
1519950262526,516,-9.96,-1.06,-2.51,0,5583168
1519950262541,513,-10.00,-1.06,-2.55,0,5596376
1519950262554,519,-10.00,-1.06,-2.51,0,5609596
1519950262566,513,-9.96,-1.02,-2.47,0,5622804
1519950262579,509,-9.96,-1.10,-2.51,0,5636000
1519950262591,515,-10.00,-1.02,-2.51,0,5649204
1519950262606,513,-9.96,-1.06,-2.55,0,5662420
1519950262619,513,-9.96,-1.06,-2.51,0,5675624
1519950262632,514,-9.92,-1.06,-2.47,0,5688824
1519950262644,511,-9.96,-1.06,-2.51,0,5702060
1519950262660,510,-9.96,-1.06,-2.55,0,5715272
1519950262672,519,-9.96,-1.06,-2.51,0,5728488
1519950262685,513,-9.96,-1.06,-2.51,0,5741716
1519950262698,509,-9.96,-1.02,-2.51,0,5754936
1519950262714,517,-9.96,-1.06,-2.55,0,5768144
1519950262725,519,-9.92,-1.02,-2.51,0,5781332
1519950262738,512,-9.96,-1.06,-2.47,0,5794536
1519950262751,513,-10.00,-1.02,-2.51,0,5807728
