Robot Emotion Regulation Study Early 2018
Zak Witkower, Laura Cang, Paul Bucci
zakwitkower@gmail.com, cang@cs.ubc.ca, pbucci@cs.ubc.ca
Participant ID: 000BF5
Condition ID: 2
-------------------------------------------------------------

unix_timestamp,heart_rate_voltage,accelerometer_x,accelerometer_y,accelerometer_z,servo_position,arduino_timestamp
1519952785293,516,-9.22,-1.65,-4.86,0,5319252
1519952785305,507,-9.22,-1.69,-4.79,44,5332516
1519952785317,490,-9.22,-1.69,-4.86,45,5345784
1519952785330,0,-9.26,-1.65,-4.86,46,5359036
1519952785343,0,-8.94,-1.53,-4.90,46,5372220
1519952785358,0,-9.38,-2.51,-4.82,47,5385448
1519952785370,0,-9.53,-1.22,-5.22,48,5398652
1519952785382,0,-9.61,-1.26,-4.39,49,5411880
1519952785395,0,-7.88,-1.69,-4.75,49,5425052
1519952785411,0,-8.75,-1.57,-4.67,50,5438276
1519952785423,0,-9.41,-1.57,-4.51,51,5451512
1519952785436,0,-9.57,-2.47,-4.47,52,5464744
1519952785448,0,-9.26,-0.90,-4.63,53,5477968
1519952785464,0,-9.65,-1.37,-4.63,53,5491164
1519952785476,0,-8.90,-1.26,-4.51,55,5504388
1519952785490,0,-8.98,-1.77,-4.47,56,5517632
1519952785502,533,-9.73,-0.71,-4.63,56,5530852
1519952785514,82,-8.12,-2.51,-4.75,57,5544116
1519952785530,6,-9.06,-1.88,-4.79,58,5557344
1519952785542,594,-9.26,-1.77,-4.79,59,5570612
1519952785554,873,-9.18,-1.77,-4.82,60,5583892
1519952785568,803,-9.26,-1.73,-4.82,61,5597140
1519952785582,902,-9.18,-1.92,-4.90,62,5610400
1519952785595,608,-9.34,-1.22,-4.79,63,5623680
1519952785610,647,-9.26,-1.73,-4.82,63,5636880
1519952785620,770,-9.06,-1.84,-4.90,65,5650144
1519952785636,930,-9.14,-1.77,-4.86,65,5663384
1519952785648,828,-9.30,-1.69,-4.82,66,5676632
1519952785661,823,-9.02,-1.88,-4.86,67,5689908
1519952785673,321,-8.75,-2.04,-4.82,68,5703172
1519952785689,414,-9.34,-1.41,-4.82,68,5716392
1519952785702,683,-9.41,-1.02,-4.82,70,5729676
1519952785714,329,-9.10,-1.33,-4.75,71,5742944
1519952785727,460,-9.34,-1.73,-4.82,71,5756172
1519952785742,843,-9.22,-0.71,-4.79,73,5769432
1519952785756,601,-8.98,-1.73,-4.75,74,5782720
1519952785767,646,-8.71,-1.88,-4.79,74,5795944
1519952785779,875,-9.34,-1.10,-4.79,76,5809208
1519952785795,463,-9.18,-1.14,-4.82,76,5822424
1519952785809,811,-8.83,-2.04,-4.86,77,5835692
1519952785821,981,-9.14,-1.61,-4.79,78,5848960
1519952785834,548,-9.26,-1.61,-4.90,79,5862244
1519952785850,571,-9.14,-1.57,-4.79,80,5875500
1519952785862,593,-9.30,-1.53,-4.82,81,5888772
1519952785874,53,-9.02,-1.69,-4.82,82,5902024
1519952785887,264,-9.30,-1.37,-4.75,83,5915280
1519952785900,441,-8.90,-2.20,-4.82,84,5928548
1519952785915,55,-9.45,-1.61,-4.79,85,5941800
1519952785928,364,-9.26,-1.92,-4.79,85,5955016
1519952785940,505,-9.30,-1.37,-4.79,87,5968304
1519952785952,128,-9.30,-1.77,-4.82,87,5981532
1519952785969,511,-9.38,-1.26,-4.79,88,5994816
1519952785980,798,-9.38,-1.80,-4.71,90,6008084
1519952785993,144,-9.41,-1.57,-4.82,90,6021308
1519952786005,562,-9.10,-1.92,-4.67,91,6034560
1519952786021,690,-9.26,-1.69,-4.79,92,6047836
1519952786035,243,-9.18,-1.69,-4.79,93,6061096
1519952786046,686,-9.26,-1.80,-4.86,94,6074348
1519952786059,546,-9.30,-1.45,-4.82,95,6087612
1519952786074,73,-9.22,-1.69,-4.82,96,6100860
1519952786088,610,-9.06,-1.29,-4.75,97,6114108
1519952786100,500,-9.38,-1.53,-4.79,98,6127376
1519952786112,182,-9.10,-1.80,-4.86,99,6140644
1519952786127,717,-9.22,-1.26,-4.79,100,6153904
1519952786140,675,-9.02,-1.65,-4.79,101,6167192
1519952786155,316,-8.98,-1.61,-4.79,101,6180436
1519952786165,783,-9.18,-1.92,-4.86,103,6193724
1519952786181,906,-8.87,-1.49,-4.75,103,6206976
1519952786194,502,-9.18,-1.06,-4.71,104,6220272
1519952786205,860,-9.18,-1.10,-4.82,105,6233552
1519952786219,721,-9.10,-1.57,-4.86,106,6246840
1519952786234,273,-9.14,-1.29,-4.75,107,6260132
1519952786246,679,-9.22,-1.33,-4.79,108,6273436
1519952786260,52,-9.14,-1.22,-4.86,109,6286712
1519952786271,342,-8.63,-2.47,-4.94,110,6300008
1519952786287,762,-9.38,-1.26,-4.82,111,6313300
1519952786300,857,-8.94,-1.96,-4.79,112,6326600
1519952786313,481,-9.30,-1.96,-4.79,113,6339900
1519952786325,808,-9.22,-1.53,-4.82,113,6353136
1519952786340,616,-9.26,-1.84,-4.94,115,6366436
1519952786353,231,-9.14,-2.24,-4.90,116,6379728
1519952786366,626,-8.98,-1.77,-4.82,116,6392972
1519952786377,429,-9.38,-1.29,-4.75,117,6406268
1519952786394,405,-9.30,-1.77,-4.90,118,6419568
1519952786406,761,-9.10,-1.73,-4.79,119,6432860
1519952786419,590,-9.18,-1.57,-4.86,120,6446152
1519952786431,125,-9.38,-1.77,-4.79,121,6459448
1519952786447,489,-9.26,-1.41,-4.67,121,6472696
1519952786460,316,-8.94,-1.92,-4.79,122,6485984
1519952786472,232,-9.22,-1.41,-4.86,123,6499264
1519952786486,681,-9.10,-1.29,-4.79,124,6512556
1519952786500,505,-9.30,-1.77,-4.86,125,6525852
1519952786512,177,-9.26,-1.88,-4.79,126,6539140
1519952786525,509,-9.18,-1.92,-4.75,127,6552436
1519952786537,259,-9.26,-2.00,-4.79,128,6565724
1519952786551,97,-9.22,-1.57,-4.79,128,6578948
1519952786565,450,-9.53,-1.53,-4.82,129,6592220
1519952786579,598,-8.83,-1.06,-4.79,130,6605512
1519952786591,397,-9.38,-0.90,-4.79,131,6618796
1519952786603,743,-9.06,-1.84,-4.86,132,6632108
1519952786619,528,-9.34,-1.29,-4.90,132,6645348
1519952786633,514,-9.06,-1.80,-4.82,134,6658628
1519952786644,919,-9.18,-1.73,-4.90,134,6671884
1519952786656,467,-9.18,-1.33,-4.90,135,6685180
1519952786673,330,-9.14,-1.53,-4.79,136,6698476
1519952786685,693,-8.87,-2.71,-4.82,137,6711804
1519952786697,655,-9.02,-1.69,-4.82,138,6725104
