Robot Emotion Regulation Study Early 2018
Zak Witkower, Laura Cang, Paul Bucci
zakwitkower@gmail.com, cang@cs.ubc.ca, pbucci@cs.ubc.ca
Participant ID: 000C05
Condition ID: 1
-------------------------------------------------------------

unix_timestamp,heart_rate_voltage,accelerometer_x,accelerometer_y,accelerometer_z,servo_position,arduino_timestamp
1519953770597,475,-9.30,-0.90,-3.06,0,5319264
1519953770608,454,-9.89,-1.02,-3.45,46,5332520
1519953770623,434,-9.26,-1.45,-2.98,46,5345744
1519953770637,426,-9.69,-1.61,-3.41,47,5359028
1519953770650,399,-9.49,-0.90,-3.22,48,5372308
1519953770661,394,-9.22,-1.84,-3.30,49,5385588
1519953770677,398,-9.45,-1.14,-3.33,50,5398864
1519953770690,420,-9.77,-1.26,-3.73,51,5412140
1519953770702,436,-9.65,-1.14,-3.49,51,5425364
1519953770714,462,-9.69,-0.78,-3.06,52,5438632
1519953770730,495,-10.12,-1.41,-3.10,53,5451900
1519953770743,527,-10.55,-0.71,-3.69,54,5465192
1519953770756,545,-10.08,-0.82,-3.41,55,5478480
1519953770768,563,-9.81,-1.33,-3.33,56,5491776
1519953770784,567,-9.81,-1.22,-3.37,56,5504984
1519953770796,576,-9.81,-1.29,-3.33,57,5518244
1519953770808,573,-9.81,-1.33,-3.37,58,5531528
1519953770822,569,-9.85,-1.29,-3.30,59,5544800
1519953770834,566,-9.85,-1.33,-3.41,60,5558068
1519953770850,568,-9.96,-1.37,-3.30,61,5571344
1519953770862,591,-9.85,-0.86,-3.26,62,5584628
1519953770875,570,-10.04,-1.18,-3.37,63,5597892
1519953770887,581,-10.51,-1.53,-3.37,64,5611188
1519953770902,589,-10.16,-1.14,-3.26,65,5624464
1519953770915,615,-9.65,-1.49,-3.30,66,5637756
1519953770928,635,-9.73,-1.26,-3.33,66,5651000
1519953770941,656,-9.53,-1.06,-3.33,67,5664264
1519953770956,678,-9.81,-1.49,-3.33,68,5677552
1519953770968,693,-9.89,-1.45,-3.26,69,5690860
1519953770981,695,-9.57,-1.26,-3.37,70,5704152
1519953770993,694,-9.41,-1.41,-3.30,71,5717432
1519953771009,686,-9.65,-1.57,-3.37,71,5730680
1519953771021,680,-9.69,-1.29,-3.41,73,5743976
1519953771033,665,-9.73,-1.33,-3.33,74,5757256
1519953771047,659,-9.61,-1.14,-3.33,74,5770472
1519953771062,651,-9.57,-1.06,-3.37,76,5783752
1519953771075,644,-9.77,-1.65,-3.30,77,5797020
1519953771088,614,-9.49,-1.73,-3.30,77,5810248
1519953771100,573,-10.00,-1.41,-3.33,79,5823528
1519953771115,526,-9.85,-1.14,-3.30,79,5836744
1519953771128,468,-9.85,-1.29,-3.33,80,5850028
1519953771141,402,-10.00,-1.37,-3.30,81,5863292
1519953771152,344,-9.81,-1.33,-3.37,82,5876576
1519953771169,321,-9.53,-1.14,-3.30,83,5889844
1519953771181,340,-9.96,-1.22,-3.30,84,5903112
1519953771193,387,-9.69,-1.45,-3.30,85,5916392
1519953771206,480,-10.28,-1.41,-3.26,85,5929624
1519953771222,596,-10.12,-1.57,-3.33,87,5942900
1519953771234,728,-9.77,-1.49,-3.33,88,5956180
1519953771247,859,-9.85,-0.82,-3.26,89,5969444
1519953771259,974,-9.53,-1.10,-3.26,90,5982724
1519953771275,978,-9.96,-1.33,-3.49,90,5995960
1519953771288,974,-9.65,-1.10,-3.37,91,6009240
1519953771301,979,-9.77,-1.10,-3.22,93,6022532
1519953771313,979,-9.69,-1.29,-3.30,93,6035772
1519953771328,978,-9.65,-1.06,-3.37,94,6049044
1519953771341,980,-9.73,-1.77,-3.37,96,6062348
1519953771353,979,-9.61,-1.73,-3.37,96,6075560
1519953771365,978,-9.69,-1.49,-3.30,97,6088840
1519953771378,979,-9.69,-0.98,-3.37,98,6102124
1519953771394,979,-9.85,-1.26,-3.30,99,6115392
1519953771407,979,-9.85,-1.37,-3.33,100,6128668
1519953771419,979,-9.53,-1.26,-3.41,101,6141948
1519953771432,979,-9.96,-1.26,-3.22,101,6155192
1519953771447,981,-9.57,-0.82,-3.30,103,6168484
1519953771460,902,-9.96,-0.98,-3.30,104,6181784
1519953771473,804,-9.49,-2.00,-3.41,104,6195028
1519953771484,749,-9.89,-1.29,-3.30,105,6208328
1519953771500,666,-9.77,-1.41,-3.37,106,6221620
1519953771513,612,-9.65,-1.29,-3.37,107,6234916
1519953771525,567,-9.77,-1.41,-3.37,108,6248216
1519953771538,539,-9.65,-1.26,-3.30,109,6261528
1519953771554,535,-9.65,-1.84,-3.22,110,6274828
1519953771567,560,-10.24,-1.65,-3.41,111,6288128
1519953771578,593,-9.89,-1.33,-3.33,112,6301428
1519953771591,638,-9.73,-1.37,-3.33,113,6314724
1519953771606,691,-9.53,-1.61,-3.37,114,6328016
1519953771619,749,-9.65,-1.18,-3.30,115,6341304
1519953771631,811,-9.57,-1.10,-3.33,115,6354548
1519953771644,870,-9.69,-1.53,-3.30,116,6367848
1519953771660,923,-10.00,-1.80,-3.22,117,6381132
1519953771673,953,-9.85,-1.37,-3.37,119,6394420
1519953771685,939,-9.69,-1.45,-3.33,119,6407668
1519953771697,899,-9.77,-1.37,-3.33,120,6420960
1519953771713,834,-9.92,-1.37,-3.30,121,6434276
1519953771726,769,-10.20,-1.73,-3.26,122,6447588
1519953771739,729,-9.89,-1.57,-3.30,122,6460868
1519953771751,705,-9.38,-0.75,-3.30,124,6474168
1519953771767,735,-9.65,-1.18,-3.33,124,6487424
1519953771779,793,-9.77,-1.18,-3.33,125,6500716
1519953771791,870,-9.73,-1.10,-3.22,126,6514020
1519953771804,940,-9.85,-1.57,-3.45,127,6527324
1519953771820,975,-9.92,-1.41,-3.30,128,6540628
1519953771833,980,-9.65,-1.22,-3.26,129,6553940
1519953771844,980,-10.16,-1.02,-3.30,129,6567192
1519953771858,978,-9.77,-1.53,-3.41,130,6580488
1519953771873,979,-9.53,-1.18,-3.30,131,6593780
1519953771885,980,-9.73,-1.29,-3.33,132,6607068
1519953771898,980,-9.65,-1.65,-3.45,133,6620360
1519953771911,981,-9.65,-1.06,-3.33,134,6633652
1519953771927,980,-10.04,-1.18,-3.22,135,6646944
1519953771938,981,-9.69,-1.61,-3.41,135,6660200
1519953771951,981,-9.65,-1.29,-3.33,136,6673492
1519953771964,983,-9.73,-1.18,-3.41,137,6686776
1519953771979,976,-9.77,-1.29,-3.26,138,6700072
1519953771993,981,-9.49,-1.22,-3.26,139,6713360
1519953772004,982,-9.73,-1.45,-3.37,139,6726600
1519953772016,981,-9.92,-1.22,-3.22,140,6739884
1519953772032,982,-9.73,-1.18,-3.33,141,6753172
1519953772045,976,-9.69,-0.90,-3.33,142,6766468
1519953772058,983,-9.73,-1.69,-3.37,143,6779764
1519953772070,982,-9.45,-1.77,-3.30,143,6793008
1519953772086,981,-10.12,-1.45,-3.37,144,6806296
1519953772099,982,-9.89,-1.61,-3.30,145,6819604
1519953772110,984,-9.77,-1.26,-3.30,145,6832872
1519953772124,981,-9.81,-1.22,-3.37,146,6846156
1519953772139,991,-9.69,-1.18,-3.30,147,6859448
1519953772153,980,-9.57,-1.14,-3.30,148,6872732
1519953772164,987,-9.61,-1.26,-3.41,148,6885972
1519953772177,977,-9.77,-1.26,-3.22,149,6899264
1519953772193,980,-9.73,-1.29,-3.33,149,6912508
1519953772206,981,-10.00,-1.33,-3.30,150,6925804
1519953772217,978,-9.77,-1.33,-3.33,151,6939116
1519953772230,979,-9.73,-1.18,-3.37,152,6952432
1519953772246,976,-9.73,-1.29,-3.33,152,6965692
1519953772258,0,-9.69,-1.33,-3.22,153,6978964
1519953772270,0,-9.69,-1.29,-3.30,154,6992240
1519953772284,0,-9.69,-1.26,-3.33,154,7005436
1519953772296,0,-9.61,-1.14,-3.18,155,7018680
1519953772312,3,-9.69,-1.26,-3.30,156,7031956
1519953772323,0,-9.65,-1.18,-3.30,156,7045164
1519953772337,0,-9.69,-1.29,-3.37,157,7058408
1519953772349,0,-9.77,-1.26,-3.37,158,7071652
1519953772365,0,-9.73,-1.29,-3.41,158,7084868
1519953772377,4,-9.73,-1.29,-3.37,159,7098112
1519953772390,0,-9.69,-1.41,-3.30,160,7111356
1519953772403,0,-9.73,-1.29,-3.41,160,7124576
1519953772417,0,-9.73,-1.29,-3.45,161,7137820
1519953772430,0,-9.57,-1.02,-3.33,161,7151016
1519953772443,0,-9.69,-1.22,-3.33,162,7164264
1519953772455,0,-9.77,-1.41,-3.26,162,7177464
1519953772471,0,-9.81,-1.33,-3.33,163,7190704
