Robot Emotion Regulation Study Early 2018
Zak Witkower, Laura Cang, Paul Bucci
zakwitkower@gmail.com, cang@cs.ubc.ca, pbucci@cs.ubc.ca
Participant ID: 000BC6
Condition ID: 3
-------------------------------------------------------------

unix_timestamp,heart_rate_voltage,accelerometer_x,accelerometer_y,accelerometer_z,servo_position,arduino_timestamp
1519949959215,1023,-10.00,0.67,-2.35,0,5319284
1519949959228,1023,-9.96,0.71,-2.28,0,5332508
1519949959243,1023,-9.96,0.63,-2.24,0,5345732
1519949959256,1023,-9.96,0.63,-2.24,0,5358952
1519949959269,1023,-9.92,0.63,-2.28,0,5372172
1519949959280,1023,-10.00,0.63,-2.28,0,5385388
1519949959296,1023,-9.96,0.63,-2.24,0,5398616
1519949959309,1023,-9.96,0.63,-2.24,0,5411836
1519949959321,1023,-9.96,0.67,-2.24,0,5425052
1519949959334,1023,-9.96,0.67,-2.28,0,5438280
1519949959349,1023,-9.96,0.67,-2.28,0,5451496
1519949959363,1023,-9.96,0.67,-2.28,0,5464720
1519949959374,1023,-9.96,0.67,-2.24,0,5477940
1519949959388,1023,-9.96,0.63,-2.24,0,5491172
1519949959400,1023,-10.00,0.67,-2.24,0,5504384
1519949959415,1023,-9.96,0.67,-2.24,0,5517628
1519949959428,1023,-9.96,0.67,-2.20,0,5530856
1519949959441,1023,-9.96,0.63,-2.28,0,5544088
1519949959453,1023,-9.96,0.63,-2.24,0,5557316
1519949959468,1023,-9.96,0.59,-2.28,0,5570528
1519949959481,1023,-9.96,0.63,-2.28,0,5583764
1519949959493,1023,-9.96,0.63,-2.24,0,5596988
1519949959506,1023,-9.96,0.63,-2.28,0,5610224
1519949959521,1023,-9.96,0.63,-2.28,0,5623452
1519949959534,1023,-9.96,0.63,-2.28,0,5636672
1519949959547,1023,-9.96,0.63,-2.24,0,5649916
1519949959558,1023,-10.00,0.63,-2.24,0,5663136
1519949959574,1023,-9.96,0.67,-2.20,0,5676376
1519949959587,1023,-9.92,0.59,-2.24,0,5689608
1519949959599,1023,-9.96,0.63,-2.20,0,5702836
1519949959612,1023,-9.96,0.63,-2.20,0,5716060
1519949959624,1023,-9.92,0.63,-2.24,0,5729264
1519949959640,1023,-9.96,0.67,-2.24,0,5742504
1519949959653,1023,-9.96,0.63,-2.24,0,5755728
1519949959666,1023,-9.92,0.67,-2.28,0,5768948
1519949959679,1023,-9.92,0.63,-2.28,0,5782200
1519949959694,1023,-10.00,0.63,-2.28,0,5795412
1519949959706,1023,-9.96,0.63,-2.28,0,5808640
1519949959718,1023,-9.92,0.67,-2.24,0,5821876
1519949959731,1023,-9.96,0.63,-2.24,0,5835096
1519949959746,1023,-9.96,0.63,-2.20,0,5848324
1519949959759,1023,-9.96,0.63,-2.24,0,5861540
1519949959772,1023,-9.92,0.63,-2.24,0,5874760
1519949959784,1023,-9.92,0.55,-2.24,0,5887964
1519949959796,1023,-9.92,0.63,-2.20,0,5901180
1519949959813,1023,-9.96,0.67,-2.28,0,5914404
1519949959825,1023,-9.96,0.63,-2.31,0,5927632
1519949959837,1023,-9.96,0.67,-2.24,0,5940848
1519949959850,1023,-9.92,0.63,-2.20,0,5954068
1519949959865,1023,-9.96,0.63,-2.24,0,5967296
1519949959877,1023,-9.96,0.67,-2.28,0,5980516
1519949959890,1023,-9.96,0.59,-2.20,0,5993744
1519949959904,1023,-9.92,0.63,-2.28,0,6006960
1519949959918,1023,-9.92,0.67,-2.24,0,6020184
1519949959931,1023,-9.96,0.67,-2.24,0,6033388
1519949959944,1023,-9.92,0.63,-2.24,0,6046604
1519949959956,1023,-9.92,0.67,-2.24,0,6059820
1519949959968,1023,-9.92,0.59,-2.28,0,6073048
1519949959985,1023,-9.92,0.63,-2.28,0,6086260
1519949959996,1023,-9.96,0.63,-2.24,0,6099476
1519949960009,1023,-9.96,0.63,-2.31,0,6112704
1519949960022,1023,-9.96,0.71,-2.28,0,6125924
1519949960037,1023,-9.96,0.67,-2.24,0,6139148
1519949960049,1023,-9.96,0.67,-2.31,0,6152372
1519949960063,1023,-9.96,0.63,-2.28,0,6165596
1519949960074,1023,-9.96,0.67,-2.24,0,6178808
1519949960090,1023,-9.96,0.67,-2.31,0,6192028
1519949960104,1023,-9.96,0.63,-2.20,0,6205252
1519949960115,1023,-9.96,0.59,-2.20,0,6218476
1519949960128,1023,-9.92,0.63,-2.28,0,6231732
1519949960141,1023,-9.96,0.63,-2.28,0,6244956
1519949960156,1023,-9.96,0.63,-2.24,0,6258172
1519949960169,1023,-10.00,0.63,-2.28,0,6271408
1519949960181,1023,-9.96,0.63,-2.24,0,6284652
1519949960194,1023,-9.96,0.63,-2.24,0,6297880
1519949960210,1023,-9.92,0.63,-2.24,0,6311120
1519949960222,1023,-9.96,0.63,-2.24,0,6324344
1519949960235,1023,-9.96,0.63,-2.24,0,6337568
1519949960247,1023,-9.96,0.63,-2.28,0,6350796
1519949960263,1023,-9.96,0.67,-2.24,0,6364032
1519949960275,1023,-9.96,0.67,-2.28,0,6377260
1519949960289,1023,-9.96,0.67,-2.24,0,6390504
1519949960300,1023,-10.00,0.67,-2.20,0,6403744
1519949960316,1023,-9.96,0.59,-2.24,0,6416976
1519949960329,1023,-9.96,0.59,-2.28,0,6430200
1519949960340,1023,-9.96,0.63,-2.28,0,6443428
1519949960353,1023,-9.96,0.63,-2.28,0,6456652
1519949960366,1023,-9.96,0.67,-2.31,0,6469892
1519949960381,1023,-9.96,0.63,-2.24,0,6483108
1519949960393,1023,-9.96,0.63,-2.20,0,6496332
1519949960407,1023,-9.96,0.67,-2.24,0,6509552
1519949960419,1023,-10.00,0.67,-2.24,0,6522776
1519949960435,1023,-9.96,0.63,-2.24,0,6536000
1519949960448,1023,-10.00,0.63,-2.20,0,6549212
1519949960460,1023,-9.96,0.67,-2.24,0,6562460
1519949960472,1023,-9.96,0.63,-2.24,0,6575676
1519949960488,1023,-9.96,0.67,-2.31,0,6588900
1519949960501,1023,-9.96,0.63,-2.28,0,6602124
1519949960514,1023,-9.96,0.67,-2.24,0,6615352
1519949960525,1023,-10.00,0.63,-2.24,0,6628572
1519949960538,1023,-9.92,0.59,-2.28,0,6641796
1519949960555,1023,-9.96,0.63,-2.24,0,6655016
1519949960566,1023,-9.96,0.63,-2.24,0,6668228
1519949960578,1023,-9.96,0.63,-2.24,0,6681444
1519949960592,1023,-9.96,0.67,-2.24,0,6694664
1519949960607,1023,-9.96,0.67,-2.24,0,6707896
1519949960620,1023,-10.00,0.67,-2.20,0,6721112
1519949960632,1023,-9.96,0.71,-2.28,0,6734336
1519949960645,1023,-9.96,0.67,-2.24,0,6747564
1519949960659,1023,-9.96,0.67,-2.24,0,6760788
1519949960672,1023,-9.92,0.59,-2.31,0,6774012
1519949960684,1023,-9.96,0.63,-2.28,0,6787228
1519949960697,1023,-9.96,0.67,-2.20,0,6800460
1519949960713,1023,-9.92,0.63,-2.28,0,6813668
1519949960726,1023,-9.96,0.63,-2.20,0,6826888
1519949960738,1023,-9.96,0.59,-2.28,0,6840120
1519949960751,1023,-9.96,0.67,-2.24,0,6853356
1519949960763,1023,-9.92,0.63,-2.24,0,6866568
1519949960779,1023,-9.96,0.63,-2.24,0,6879784
1519949960791,1023,-10.00,0.63,-2.31,0,6893016
1519949960804,1023,-9.96,0.67,-2.20,0,6906252
1519949960817,1023,-10.00,0.63,-2.28,0,6919476
1519949960833,1023,-9.96,0.63,-2.24,0,6932728
1519949960845,1023,-9.92,0.63,-2.28,0,6945944
1519949960858,1023,-9.96,0.67,-2.20,0,6959176
1519949960869,1023,-9.96,0.63,-2.24,0,6972404
1519949960885,1023,-9.96,0.63,-2.24,0,6985620
1519949960898,1023,-10.00,0.67,-2.28,0,6998824
1519949960911,1023,-10.00,0.63,-2.31,0,7012044
1519949960923,1023,-9.96,0.67,-2.20,0,7025272
1519949960934,1023,-10.00,0.63,-2.28,0,7038476
1519949960951,1023,-9.96,0.63,-2.24,0,7051724
1519949960964,1023,-9.92,0.63,-2.28,0,7064944
1519949960975,1023,-10.00,0.67,-2.20,0,7078164
1519949960988,1023,-9.96,0.63,-2.28,0,7091416
1519949961005,1023,-9.96,0.67,-2.24,0,7104636
1519949961017,1023,-9.96,0.63,-2.20,0,7117860
1519949961030,1023,-9.96,0.67,-2.24,0,7131068
1519949961041,1023,-9.92,0.59,-2.24,0,7144300
1519949961057,1023,-10.00,0.67,-2.28,0,7157508
1519949961070,1023,-9.96,0.71,-2.28,0,7170756
1519949961083,1023,-9.96,0.67,-2.31,0,7184000
1519949961095,1023,-9.96,0.63,-2.20,0,7197216
1519949961111,1023,-10.00,0.67,-2.28,0,7210436
1519949961123,1023,-9.96,0.67,-2.28,0,7223680
1519949961136,1023,-9.96,0.63,-2.20,0,7236908
1519949961148,1023,-10.00,0.63,-2.28,0,7250136
1519949961160,1023,-9.92,0.67,-2.24,0,7263360
1519949961176,1023,-9.92,0.63,-2.28,0,7276584
1519949961189,1023,-9.96,0.63,-2.28,0,7289800
1519949961202,1023,-9.96,0.67,-2.24,0,7303040
1519949961213,1023,-9.92,0.63,-2.28,0,7316252
1519949961229,1023,-9.96,0.67,-2.28,0,7329484
1519949961242,1023,-9.96,0.63,-2.24,0,7342712
1519949961254,1023,-9.96,0.63,-2.28,0,7355924
1519949961266,1023,-10.00,0.67,-2.24,0,7369144
1519949961283,1023,-9.96,0.67,-2.24,0,7382400
1519949961295,1023,-10.00,0.67,-2.28,0,7395620
1519949961308,1023,-9.96,0.63,-2.28,0,7408860
1519949961320,1023,-9.96,0.63,-2.24,0,7422072
1519949961332,1023,-9.92,0.59,-2.24,0,7435280
1519949961347,1023,-9.96,0.63,-2.24,0,7448504
1519949961361,1023,-9.96,0.63,-2.28,0,7461724
1519949961373,1023,-10.00,0.63,-2.24,0,7474932
1519949961386,1023,-9.92,0.63,-2.28,0,7488164
1519949961401,1023,-10.00,0.63,-2.20,0,7501376
1519949961413,1023,-9.96,0.67,-2.24,0,7514604
1519949961426,1023,-9.96,0.67,-2.24,0,7527828
1519949961439,1023,-9.96,0.59,-2.20,0,7541052
1519949961454,1023,-9.96,0.63,-2.28,0,7554272
1519949961467,1023,-9.96,0.59,-2.24,0,7567492
